../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,23-NOV-2016,"Oecomys rutilus voucher TTU101025 alpha(1,3)fucosyltransferase (Fut4) gene, partial cds",1,Oecomys rutilus (red arboreal rice rat),KP778908,TTU101025,"Almendra,A.L., Rogers,D.S., Gonzolez-Cozatl,F.X. and Engstrom,M.D.",Molecular phylogenetics of the genus Handleyomys,Unpublished,"Almendra,A.L., Rogers,D.S., Gonzolez-Cozatl,F.X. and Engstrom,M.D.",Direct Submission,"Submitted (15-FEB-2015) Brigham Young university, 401 WIDB, Provo, UT 84602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma floridana isolate TK 28244 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma floridana (eastern woodrat),AF186818,TK 28244,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma floridana isolate TK 52109 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma floridana (eastern woodrat),AF186819,TK 52109,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma floridana isolate TK 25328 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma floridana (eastern woodrat),AF186820,TK 25328,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma mexicana isolate TK 51346 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma mexicana (Mexican woodrat),AF186821,TK 51346,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma micropus isolate TK 31643 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AF186822,TK 31643,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma floridana isolate TK 25271 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma floridana (eastern woodrat),AF186823,TK 25271,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma micropus isolate TK 16501 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AF186824,TK 16501,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma micropus isolate TK 54820 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AF186825,TK 54820,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma micropus isolate TK 84556 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AF186826,TK 84556,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma micropus isolate TK 84557 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AF186827,TK 84557,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma albigula isolate TK 51948 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma albigula (white-throated woodrat),AF186828,TK 51948,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma goldmani isolate TK 28315 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma goldmani (Goldman's woodrat),AF186829,TK 28315,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,21-OCT-2013,"Neotoma goldmani isolate TK 28316 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Neotoma goldmani (Goldman's woodrat),AF186830,TK 28316,"Edwards,C.W., Fulhorst,C.F. and Bradley,R.D.",Molecular phylogenetics of the Neotoma albigula species group: further evidence for a paraphyletic assemblage,"J. Mammal. 82 (2), 267-279 (2001)","Edwards,C.W. and Bradley,R.D.",Direct Submission,"Submitted (15-SEP-1999) Biological Sciences, Texas Tech University, P.O. Box 43131, Lubbock, TX 79409-3131, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44605 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190257,TK44605,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44634 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190258,TK44634,"Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 380 (6576), 707-708 (1996)","Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 390 (6655), 100 (1997)"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44635 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190259,TK44635,"Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 380 (6576), 707-708 (1996)","Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 390 (6655), 100 (1997)"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44636 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190260,TK44636,"Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 380 (6576), 707-708 (1996)","Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 390 (6655), 100 (1997)"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44637 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190261,TK44637,"Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 380 (6576), 707-708 (1996)","Baker,R.J., Van Den Bussche,R.A., Wright,A.J., Wiggins,L.E., Hamilton,M.J., Reat,E.P., Smith,M.H., Lomakin,M.D. and Chesser,R.K.",High levels of genetic change in rodents of Chernobyl,"Nature 390 (6655), 100 (1997)"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44638 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190262,TK44638,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44916 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190263,TK44916,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44917 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190264,TK44917,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44918 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190265,TK44918,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44919 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190266,TK44919,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44920 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190267,TK44920,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod19.seq,24-JUL-2016,"Microtus arvalis TK44921 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1,mitochondrion Microtus arvalis (Common vole),AF190268,TK44921,"Baker,R.J., DeWoody,J.A., Wright,A.J. and Chesser,R.K.",On the utility of heteroplasmy in genotoxicity studies: an example from Chernobyl,"Ecotoxicology 8 (4), 301-309 (1999)","DeWoody,J.A., Baker,R.J., Wright,A.J. and Chesser,R.K.",Direct Submission,"Submitted (24-SEP-1999) Genetics, University of Georgia, Athens, GA 30602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,31-JAN-2008,Mus musculus Accn1/Stk39 trans-spliced mRNA sequence,1,Mus musculus (house mouse),EF410085,tk39,"Waldmann,R.",Endogenous inter-chromosomal trans-splicing with multiple targets in mice,Unpublished,"Waldmann,R.",Direct Submission,"Submitted (31-JAN-2007) IPMC, CNRS - University of Nice, 660 route des Lucioles, Valbonne 06560, France"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,03-MAR-2007,"Clethrionomys glareolus haplotype 12 tRNA-Pro gene and control region, partial sequence; mitochondrial",1,mitochondrion Myodes glareolus (Bank vole),EF421408,TK95824,"Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Mitochondrial control region variation in bank voles (Clethrionomys glareolus) is not related to Chernobyl radiation exposure,"Environ. Toxicol. Chem. 26 (2), 361-369 (2007)","Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Direct Submission,"Submitted (01-FEB-2007) Biological Sciences, Texas Tech University, Flint and Main, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,03-MAR-2007,"Clethrionomys glareolus haplotype 13 tRNA-Pro gene and control region, partial sequence; mitochondrial",1,mitochondrion Myodes glareolus (Bank vole),EF421409,TK95792,"Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Mitochondrial control region variation in bank voles (Clethrionomys glareolus) is not related to Chernobyl radiation exposure,"Environ. Toxicol. Chem. 26 (2), 361-369 (2007)","Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Direct Submission,"Submitted (01-FEB-2007) Biological Sciences, Texas Tech University, Flint and Main, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,03-MAR-2007,"Clethrionomys glareolus haplotype 15 tRNA-Pro gene and control region, partial sequence; mitochondrial",1,mitochondrion Myodes glareolus (Bank vole),EF421410,TK95818,"Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Mitochondrial control region variation in bank voles (Clethrionomys glareolus) is not related to Chernobyl radiation exposure,"Environ. Toxicol. Chem. 26 (2), 361-369 (2007)","Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Direct Submission,"Submitted (01-FEB-2007) Biological Sciences, Texas Tech University, Flint and Main, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,03-MAR-2007,"Clethrionomys glareolus haplotype 14 tRNA-Pro gene and control region, partial sequence; mitochondrial",1,mitochondrion Myodes glareolus (Bank vole),EF421411,TK95814,"Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Mitochondrial control region variation in bank voles (Clethrionomys glareolus) is not related to Chernobyl radiation exposure,"Environ. Toxicol. Chem. 26 (2), 361-369 (2007)","Meeks,H.N., Wickliffe,J.K., Hoofer,S.R., Chesser,R.K., Rodgers,B.E. and Baker,R.J.",Direct Submission,"Submitted (02-FEB-2007) Biological Sciences, Texas Tech University, Flint and Main, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,16-JUL-2008,"Rattus norvegicus serine/threonine kinase 38-like (Stk38l) mRNA, complete cds",1,Rattus norvegicus (Norway rat),EF444939,tk38,"Fuller,S.J., Pikkarainen,S., Tham el,L., Cullingford,T.E., Molkentin,J.D., Cornils,H., Hergovich,A., Hemmings,B.A., Clerk,A. and Sugden,P.H.",Nuclear Dbf2-related protein kinases (NDRs) in isolated cardiac myocytes and the myocardium: activation by cellular stresses and by phosphoprotein serine-/threonine-phosphatase inhibitors,"Cell. Signal. 20 (8), 1564-1577 (2008)","Pikkarainen,S.A., Clerk,A., Fuller,S.J. and Sugden,P.H.",Rattus norvegicus STK38L mRNA sequence,Unpublished
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 61813 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531666,TK 61813,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 63511 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531667,TK 63511,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 63980 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531668,TK 63980,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 63982 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531669,TK 63982,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 64242 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531670,TK 64242,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 64268 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531671,TK 64268,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 64472 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531672,TK 64472,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Bolomys lasiurus voucher TK 65362 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Bolomys lasiurus (Necromys lasiurus),EF531673,TK 65362,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,26-JUL-2016,"Necromys lenguarum voucher TK 62259 cytochrome b (cytb) gene, partial cds; mitochondrial",1,mitochondrion Necromys lenguarum,EF531681,TK 62259,"D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.","Systematics of Necromys (Rodentia, Cricetidae, Sigmodontinae): species limits and groups, with comments on historical biogeography","J. Mammal. 89 (3), 778-790 (2008)","D'Elia,G., Pardinas,U.F.J., Jayat,P. and Salazar-Bravo,J.",Direct Submission,"Submitted (30-MAR-2007) Departamento de Zoologia, Universidad de Concepcion, Casilla 160-C, Concepcion, Chile"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod28.seq,23-JUL-2016,"Cratogeomys castanops voucher TTU 42767 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",1,mitochondrion Cratogeomys castanops (yellow-faced pocket gopher),EF607242,TTU 42767,"Hafner,D.J., Hafner,M.S., Hasty,G.L., Spradling,T.A. and Demastes,J.W.",Evolutionary Relationships of Pocket Gophers (Cratogeomys castanops Species Group) of the Mexican Altiplano,"J. Mammal. 89 (1), 190-208 (2008)","Hafner,D.J., Hafner,M.S., Hasty,G.L., Spradling,T.A. and Demastes,J.W.",Direct Submission,"Submitted (11-MAY-2007) Museum of Natural Science, Louisiana State University, 119 Foster Hall, Baton Rouge, LA 70803, USA"
